Districts,Location,Founder,Company Name,Company Type,Machine Type,Product Type,Block Type,Company Category,Company Size,Contact,Website,Map,Status
Yadadri Bhuvanagiri,"Motakondur, Telangana 508286, India",Not Specified,Bhaskar bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/cpmMvzcLzfgwUxvy7,Temporarily Closed
Yadadri Bhuvanagiri,"Raigiri (v) nearby kesaram, turning, Raigiri, Telangana 508286, India",Not Specified,Sri mallikarjuna traders,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9000590541,Not Specified,https://maps.app.goo.gl/rsPjP3ff7V5XMHv88,Temporarily Closed
Yadadri Bhuvanagiri,"Shri Ram Chandra Mission, Bhuvanagiri, Anantharam Rural, Telangana 508116, India",Not Specified,KIRAN BRICKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/Bysi4K5SADa8zGtE8,Temporarily Closed
Yadadri Bhuvanagiri,"Lingojigudam, To, Nalagona Rd, near by Vamshi rudder limited, vi, Hyderabad, Choutuppal, Telangana 508252, India",Not Specified,SRI LAXMI GANAPATHI Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9640382526,Not Specified,https://maps.app.goo.gl/eJtPjH4YVYnDcfzHA,Temporarily Closed
Medchal Malkajgiri,"Shamirpet - Keesara Rd, Secunderabad, Telangana 501303, India",Not Specified,Shree Vazra Enterprises(AAC brick manufacturer),Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,6305034270,Not Specified,https://maps.app.goo.gl/LgdGjH6UeX9mJcd4A,Running
Medchal Malkajgiri,"SVNO: 52, a/2, Kundanpally, Keesara, Secunderabad, Telangana 501302, India",Not Specified,Interlocking Cement bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9000800248,Not Specified,https://maps.app.goo.gl/Dwc7hb7Pim2ttHD39,Running
Medchal Malkajgiri,"Kundanpally, Beside ORR SERVICE ROAD, Nehru Outer Ring Rd, near to Keesara, Junction, Hyderabad, Telangana 501302, India",Not Specified,Sri Ramana Flyash Bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,9985775533,Sri Ramana Flyash Bricks,https://maps.app.goo.gl/toM6U4GT12P2Gt8b6,Running
Medchal Malkajgiri,"No.1, 1-76, Rashtrapati Rd, Avulamanda, Kalasiguda, Secunderabad, Hyderabad, Telangana 500003, India",Not Specified,Karimnagar Red Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,https://ssnconstructions.com/,https://maps.app.goo.gl/Argfuxsq4jmNMQkXA,Running
Medchal Malkajgiri,"Girmapur, Medchal, Secunderabad, Telangana 501401, India",Not Specified,GRK Manufacturers pvt ltd,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,9666811162,Not Specified,https://maps.app.goo.gl/XS5JDrmQqjpJ7zDa6,Running
Medchal Malkajgiri,"Pudur, Secunderabad, Telangana 501401, India",Not Specified,Sri Ram Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9677845534,Not Specified,https://maps.app.goo.gl/7TXdmmfjkCVvj7QM6,Running
Medchal Malkajgiri,"Plot no 106, flat, no 303, near community hall, Sardar Patel Nagar, Kukatpally, Hyderabad, Telangana 500085, India",Not Specified,Red Bricks Karimnagar | LBM Bricks | Karimnagar Bricks in Hyderabad,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9381838821,https://karimnagarbricks.in/,https://maps.app.goo.gl/ksb4zhaZ25b1d8ox7,Running
Medchal Malkajgiri,"Pothaipally, Secunderabad, Devarayamjal, Telangana 500078, India",Not Specified,SRK Cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/KF7wkBZ5jxmiFzHD7,Running
Medchal Malkajgiri,"Restaurant, Bommarillu Apartments, Flat No 401, Metro Residence, CG Employees Colony, Mayuri Nagar, Miyapur, Telangana 500049, India",Not Specified,KARIMNAGAR RED BRICKS IN HYDERABAD,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9069070123,Not Specified,https://maps.app.goo.gl/34tVyW2NZgvBtoLC7,Running
Medchal Malkajgiri,"Munirabad-Medchal Road, Secunderabad, Munirabad, Telangana 501401, India",Not Specified,G P R CEMENT BRICKS,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9848987798,Not Specified,https://maps.app.goo.gl/mq7GJjUX6RN2AfNEA,Running
Medchal Malkajgiri,"Cmi bricks, Raghavendra Nagar, Laxmi Nagar, Moula Ali, Hyderabad, Secunderabad, Telangana 500040, India",Not Specified,CMI bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,8897493141,Not Specified,https://maps.app.goo.gl/pUvdYxcp9fHEPqJk9,Running
Medchal Malkajgiri,"Survey No: 416, Service, Nehru Outer Ring Rd, near MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY, Dundigal, Hyderabad, Telangana 500043, India",Not Specified,NSG Red Mud Bricks - Karimnagar Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,8522865747,Not Specified,https://maps.app.goo.gl/SiNMz9uTJkLr7MNNA,Running
Medchal Malkajgiri,"road, Pudur, Munirabad, Telangana 501401, India",Not Specified,Sri Gayatri cement bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/YZ7rmM9rton2o2QU6,Running
Medchal Malkajgiri,"Unnamed Road, Laxmapur, Telangana 508117, India",Not Specified,Laxmi Narasimha Cement Bricks Manufacturer,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,9963608839,Not Specified,https://maps.app.goo.gl/kohUbcbQrp4mvxmV8,Running
Medchal Malkajgiri,"Plot no.26, Sikh Rd, Diamond Point, Kartik Enclave, Kiran Enclave, old old, Secunderabad, Telangana 500009, India",Not Specified,Sm FlyAsh Bricks Industries,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9989212015,Not Specified,https://maps.app.goo.gl/c1P1AxZ48AJjJ6HW8,Running
Medchal Malkajgiri,"Kapra - Saket Rd, near Saket Towers, Jai Jawan Colony, Kapra, Hyderabad, Secunderabad, Telangana 500103, India",Not Specified,Srinivas bricks company,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,Not Specified,Not Specified,https://maps.app.goo.gl/pSmRpPs4uGFY8gwX6,Running
Medchal Malkajgiri,"SRK Green Park Rd, Bachupally, Hyderabad, Telangana 500043, India",Not Specified,SHRIRAM INFRA BUILDING BLOCKS(Bricks),Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Small,Not Specified,https://shriraminfraa.wixsite.com/bricks,https://maps.app.goo.gl/bi34jwkENiMCiE8W9,Running
Medchal Malkajgiri,"ECIL Post Hyderabad, Level 2, MK Reddy's Mansion, Above Ramraj Showroom, A. S. Rao Nagar, Secunderabad, Telangana 500062, India",Not Specified,Nanolite Infratech Pvt.Ltd,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,9491539933,http://www.nanolite.in/,https://maps.app.goo.gl/ZmVpqtiFYaZrRfN99,Running
Medchal Malkajgiri,"Gagillpur thanda, Gagillapur, Annaram, Sambhupur, Telangana 500043, India",Not Specified,vvs bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9908073376,Not Specified,https://maps.app.goo.gl/qJMAxRZ13ptKE5sV8,Running
Medchal Malkajgiri,"Suchitra Rd, Green Park, Jeedimetla, Hyderabad, Telangana 500067, India",Not Specified,RVS Fly Ash Bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/kXoonyknoHaAXPNk6,Running
Medchal Malkajgiri,"Doolapally Rd, near om sanitary, Jaibery Colony, Dulapally, Hyderabad, Telangana 500100, India",Not Specified,Shiva kumar cement bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Small,9849122399,Not Specified,https://maps.app.goo.gl/SgKB8TVds22HPDUY9,Running
Medchal Malkajgiri,"West Metro Lakefront Block-B, West Metro Lakefront, W Metro Apartments Rd, Friends Colony, Annapurna Enclave, Chanda Nagar, Hyderabad, Telangana 500050, India",Not Specified,"Sri Varalakshmi Fly Ash Bricks
",Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,9502604325,Not Specified,https://maps.app.goo.gl/7aCWtrvwdL2ofAt26,Running
Medchal Malkajgiri,"Bangarumaisamma temple road, beside amrutha bar, Telephone Colony, Boduppal, Hyderabad, Telangana 500092, India",Not Specified,Gouthami cement bricks manufacturer,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9701981554,Not Specified,https://maps.app.goo.gl/FHx7rNJpsbJTS3HEA,Running
Medchal Malkajgiri,"Unnamed Road, Gaddapotharam, Telangana 502319, India",Not Specified,MPMR cement Bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9949993539,Not Specified,https://maps.app.goo.gl/jnnrAdrZB44ewcGp7,Running
Medchal Malkajgiri,"Flot No 202, Auditorium, near BN Reddy Road, Sriram Nagar Colony, Balaji Colony Phase 2, B.N Reddy Nagar, Vanasthalipuram, Hyderabad, Telangana 500070, India",Not Specified,Sri Venkateswara Bricks Industries (S V B Bricks),Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9666233332,https://venkatsvbbricks.blogspot.com/p/contact-us.html,https://maps.app.goo.gl/WuaqhYLzcGGrSQw39,Running
Medchal Malkajgiri,"Gandi maisamma, Bowrampet, mandal, Hyderabad, Telangana 500043, India",Not Specified,Sri Sri Balaji Bricks 2,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/u1GcgVoFbbSZ8utN7,Running
Medchal Malkajgiri,"Khanmet Khaman, 3/1, Hitex Road, near Hitex Gate, Izzathnagar, Kothaguda, Hyderabad, Telangana 500084, India",Not Specified,Mahalaxmi Reddy Cement Bricks Manufacturers,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9963839181,Not Specified,https://maps.app.goo.gl/Bb2pczpTgZt3zFXc7,Running
Medchal Malkajgiri,"SY NO 1007, PLOT NO 166, near Vishnu Vistara, Bhagyanagar Colony, Madhapur, Hyderabad, Telangana 500081, India",Not Specified,Reddy Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,7799099944,Not Specified,https://maps.app.goo.gl/kDaou1mMZqpmXyAk8,Running
Medchal Malkajgiri,"near Mlr coman opp, Gandi Maisamma, Hyderabad, Telangana 500043, India",Not Specified,Nandhi bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/a7uPpKeiHN6nZb2HA,Running
Medchal Malkajgiri,"126, Nehru Outer Ring Rd, Bowrampet, Hyderabad, Telangana 500043, India",Not Specified,Sri Sai Ram Bricks Manufacturers,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/jgQutoZ8FjCJFxPY6,Running
Medchal Malkajgiri,"Gowdavelli-Dundigal Rd, Dundigal, Telangana 500043, India",Not Specified,Kkn bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/WQn4BS7zvMjeVGM9A,Running
Medchal Malkajgiri,"Unnamed Road, Kandlakoya, Telangana 501401, India",Not Specified,Sri Venkateshwara Cement Bricks Factory,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,8527468522,Not Specified,https://maps.app.goo.gl/TjctpoAAWs1y6FZEA,Running
Medchal Malkajgiri,"4-7-155/3/1/7, PR Nagar Rd, Attapur, Sultan Bagh, Rajendranagar mandal, Hyderabad, Telangana 500018, India",Not Specified,Karimnagar Red Bricks | C R Bricks & Sand,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Large,9108191513,https://www.karimnagarredbricks.in/home,https://maps.app.goo.gl/BJfY9p2k5KXH1KTc8,Running
Medchal Malkajgiri,"7-56/19, 7-56/19, Dargah Rd, LIG Chitrapuri Colony, Radhe Nagar, Shaikpet, Hyderabad, Telangana 500104, India",Gopal,Tulja Bhavani Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9666600487,http://www.tuljabhavanibricks.com/,https://maps.app.goo.gl/YfCKsEKiNkmsmdxH6,Running
Medchal Malkajgiri,"Collectorate Office, H.No 6-1-1063/C, opp. RR Dist, Lakdikapul, Hyderabad, Telangana 500004, India",Not Specified,Strongo Solid Bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,7240015001,https://strongobricks.com/,https://maps.app.goo.gl/y4PZGrsYK81QcKvN7,Running
Medchal Malkajgiri,"Bowrampet, Hyderabad, Telangana 500043, India",Not Specified,Raju Sagar cement bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,9908973336,Not Specified,https://maps.app.goo.gl/xpVVSTyWGjagm8MT7,Running
Medchal Malkajgiri,"opposite SRI harinya hospital, Raghavendra Colony, Kistareddypet, Hyderabad, Telangana 502032, India",Not Specified,SRI SAI PRASAD CEMENT BRICKS ( PARKING TILES),Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/7xb3EnbqqG83BQTf8,Running
Medchal Malkajgiri,"No.14-1, 211/2, near Durga Temple, Parvath Nagar, Sultan Bagh, Borabanda, Hyderabad, Telangana 500018, India",Not Specified,SSP Construction | Karimnagar Bricks & Sand,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9398221943,https://www.sspconstruction.live/home,https://maps.app.goo.gl/MPaub16oG6mCYk8U9,Running
Medchal Malkajgiri,"pond, Sai darshini bricks, Ameenpur, Miyapur, Hyderabad, Telangana 502033, India",Not Specified,Sai dharshini bricks,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/c1wo6zeqXBLZTWzp6,Running
Medchal Malkajgiri,"near, Indra Nagar, indira gandhi statue, Hiderabad, Military Dairy Farm Road, Kanajiguda, Alwal, Secunderabad, Telangana 500015, India",Not Specified,Sri Sai Nagendra Cement Concrete Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/tmRgkouMM7iDhx3d7,Temporarily Closed
Medchal Malkajgiri,"opp. Muppa Akshaja Road, Narsingi, Hyderabad, Telangana 500089, India",Not Specified,Sri Laxmi Narasimha Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/B3jG6SBG6nEfA1zU8,Running
Medchal Malkajgiri,"Donthanpalle, Telangana 501203, India",Not Specified,"SRISAILA MALLIKARJUNA SOLID,CEMENT BRICKS",Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Large,Not Specified,Not Specified,https://maps.app.goo.gl/Fgyc51CT5Gg9fhJ97,Running
Medchal Malkajgiri,"Plot no, 11, road, beside ABHI TIFFINS, Gayatri Nagar, Vivekananda Nagar, Kukatpally, Hyderabad, Telangana 500072, India",Not Specified,GREENSTONE - AAC Blocks & Bricks Manufacturer In Hyderabad,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Moderate,6300668383,http://www.greenstoneaac.com/,https://maps.app.goo.gl/AK9qzRkMQ7XRcQn67,Running
Hyderabad,"4th Floor, Veda's Prime House, Plot no:19, Jayabheri Enclave, Gachibowli, Hyderabad, Telangana 500032, India",Not Specified,"PRIME AAC Blocks - Best AAC Blocks Manufacturers Near Me in Gachibowli, Hyderabad",Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,8008296345,http://www.primeaac.com/,https://maps.app.goo.gl/VU9KrJc9dT3ex5iC7,Running
Hyderabad,"near Khushi Function Hall, Wahed Nagar, Old Malakpet, Hyderabad, Telangana 500036, India",Not Specified,The low Price AAC Blocks Manufacturers and Suppliers in Hyderabad by Basemet,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Small,9963645760,Not Specified,https://maps.app.goo.gl/hrAHuMZrzwUam4ek6,Running
Hyderabad,"Lakdaram Rd,
Telangana",Not Specified,Unknown,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,Not Specified,https://www.interlockingbricks.in/,https://maps.app.goo.gl/XwR2e45KoeZoX8uE7,Running
Hyderabad,"Girmapur, Medchal, Secunderabad, Telangana 501401, India",Not Specified,GRK Manufacturers pvt ltd,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,9666811162,Not Specified,https://maps.app.goo.gl/AF5ySRPxMCABf3gF8,Running
Hyderabad,"JC3R+FX4, Hyderabad, Telangana 500043, India",Not Specified,Lakshmi narasimha bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/TECrdp4JT9VNymao9,permanently closed
Hyderabad,"HCX8+GX Dundigal, Telangana, India",Not Specified,NSG Red Mud Bricks - Karimnagar Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,8522865747,Not Specified,https://maps.app.goo.gl/TjmhW4tRbf2NA7bWA,Running
Hyderabad,"Landmark - Delhi Public School, Plot No:518, Village - Bowrampet, DPS Rd, Bachupally, Hyderabad, Telangana 500043, India",Not Specified,J K Tiles Machinery,Manufacturing,Hand Made,Fly Ash Brick,"Fly Ash Block, Pavers",Fully Automatic Fly Ash Brick Plant,Large,9618440701,https://www.jktilesmachinery.org/,https://maps.app.goo.gl/9J95C5J5WdT37YSe6,Running
Hyderabad,"Restaurant, Bommarillu Apartments, Flat No 401, Metro Residence, CG Employees Colony, Mayuri Nagar, Miyapur, Telangana 500049, India",Not Specified,Karimnagar Red Bricks,Manufacturing,Hand Made,Fired Clay Brick,Standard Block,Traditional Clay Factory,Moderate,9069070123,Not Specified,https://maps.app.goo.gl/EytcGnHPPi6enZdM6,Running
Hyderabad,"5/121, Phase II Mythrinagar, Madinaguda, Miyapur, Hyderabad, Telangana 500049, India",Not Specified,AAC Block Manufacturers in Hyderabad,Manufacturing,Hand Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9121532639,http://ultraapride.com/,https://maps.app.goo.gl/BKj2hwY4EmUm3FZr5,Running
Hyderabad,"West Metro Lakefront Block-B, West Metro Lakefront, W Metro Apartments Rd, Friends Colony, Annapurna Enclave, Chanda Nagar, Hyderabad, Telangana 500050, India",Not Specified,Sri Varalakshmi Fly Ash Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9502604325,Not Specified,https://maps.app.goo.gl/fsiGau6vZdGtZCqC9,Running
Hyderabad,"Vinayak Nagar, Rajiv gandhi Nagar, Gachibowli, Hyderabad, Telangana 500032, India",Not Specified,Maha Lakshmi Concrete Products,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Small,4055780191,Not Specified,https://maps.app.goo.gl/ki2k8pafxUo7nEpG8,Running
Hyderabad,"Keshav Dale Apartment, 6-3-581, A-2, 5th Floor, Gandhi Tata Nagar, Anand Nagar Colony, Khairtabad, Hyderabad, Telangana 500004, India",Not Specified,Earth Pavers Hyderabad Private Limited,Manufacturing,Hand Made,Fly Ash Brick,Pavers,Fully Automatic Fly Ash Brick Plant,Large,4023308849,https://earthpavers.in/,https://maps.app.goo.gl/z9Q2UjKt83ZqRBUh8,Running
Hyderabad,"St Mathew's college building, 18-8-51/4/8/A, Moin Bagh Rd, Ibrahim Colony, Hasnabad, Edi Bazaar, Hyderabad, Telangana 500059, India",Not Specified,Skylite ACC Blocks Light Weight,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9885080793,Not Specified,https://maps.app.goo.gl/HHWk9KaQdg6BQJNH7,Running
Hyderabad,"A V Nagar, Hyderabad, Turkayamjal, Telangana 501510, India",Not Specified,SSR CONCRETE PRODUCTS (Cement Parking Tiles & Interlocking Pavers Manufacturers and Suppliers in Hyderabad),Manufacturing,Hand Made,Fly Ash Brick,Pavers,Fully Automatic Fly Ash Brick Plant,Large,Unknown,http://ssrconcreteproducts.com/,https://maps.app.goo.gl/45skSzuLnwA3QUNBA,Running
Hyderabad,"2-18-34/1/3 1st Floor, Prashanth Nagar, Uppal, Hyderabad, Telangana 500039, India",Not Specified,Royal Tiles and Traders,Manufacturing,Hand Made,Fly Ash Brick,Tiles,Fly Ash Brick Plant,Large,8045803079,http://royaltilesandtraders.com/,https://maps.app.goo.gl/pCeWrHfBQe8qkQvG8,Running
Hyderabad,"Shamirpet - Keesara Rd, Secunderabad, Telangana 501303, India",Not Specified,Shree Vazra Enterprises(AAC brick manufacturer),Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,6305034270,Not Specified,https://maps.app.goo.gl/oqZbABPLRXRsntE19,Running
Hyderabad,"SVNO: 52, a/2, Kundanpally, Keesara, Secunderabad, Telangana 501302, India",Not Specified,Interlocking Cement bricks,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Interlocking Block,Fully Automatic Fly Ash Brick Plant,Large,9000800248,Not Specified,https://maps.app.goo.gl/9qTLUPW8NG3uSp5F6,Running
Hyderabad,"near, Patancheru - Shankarpalli Rd, Nandigaon, Hyderabad, Telangana 502300, India",Not Specified,Sri Sai Brick Industry,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9492957430,Not Specified,https://maps.app.goo.gl/jkg8eviZJmnCVp1eA,Running
Hyderabad,"Sy no 13E, near RED CROSS SENIOR CITIZENS RESORT, Nazeebnagar, MOINABAD, Telangana 501504, India",Not Specified,SRI SAI BRICK INDUSTRY,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9492957430,https://sites.google.com/view/srisaibrickindustry/home,https://maps.app.goo.gl/wHaQwkpPruqLTMiJ9,Running
Hyderabad,"PLOT NO 1 RADHAKRISHNA NAGAR ATTAPUR, near AMBIEANS FORT, Hyderabad, Telangana 500048, India",Not Specified,SHREE SHAKTHI AAC BLOCKS,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9666888443,https://shreeshakthi.com/gallery/,https://maps.app.goo.gl/NJxd2UgbgqVCcBkJ9,Running
Hyderabad,"No. 301, Vamsiram Jyothi, opposite Country Club, Begumpet, Hyderabad, Telangana 500016, India",Not Specified,VS Ecoblocks pvt ltd,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9381915607,https://vsecoblocks.com/,https://maps.app.goo.gl/diiHBzRuxeKRQsN76,Running
Hyderabad,"Opp:, Majestic Function Hall, beside Overbridge, Sultan Bagh, Erragadda, Hyderabad, Telangana 500018, India",Not Specified,RAJASREE CORPORATION,Manufacturing, Fully Automatic Machine Made,Fired Clay Brick,Standard Block,Fully Automatic Fly Ash Brick Plant,Large,8048264518,https://www.rajasreecorporation.in/,https://maps.app.goo.gl/enuuZmppZgyP2bTV8,Running
Hyderabad,"Ibrahim Bagh, Neknampur, Hyderabad, Telangana 500031, India",Not Specified,Sri Venkateshwara Swamy Cement Solid Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,https://svcb.com/,https://maps.app.goo.gl/hsD2JAqRMEgSqqut5,Running
Hyderabad,"Shop No, 7-4, Moosapet Rd, near Metro Station, Bharat Nagar, Moosapet, Hyderabad, Telangana 500018, India",Not Specified,Hyderabad Traders,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9866079774,http://hydtraders.com/,https://maps.app.goo.gl/4DE1Lj29AZbn7c8w8,Running
Hyderabad,"Near, Nehru Outer Ring Rd, ORR- HUDA Express Colony, Sector 1, Himayath sagar, Hyderabad, Telangana 500075, India",Not Specified,Solid Blocks Factory,Manufacturing, Fully Automatic Machine Made,Fly Ash Brick,Fly Ash Block,Fully Automatic Fly Ash Brick Plant,Large,9849373146,Not Specified,https://maps.app.goo.gl/Gbcj42Wt1MwNpfXr7,Running
Hyderabad,"Nehru Outer Ring Rd, Pati, Hyderabad, Telangana 502300, India",Not Specified,MRB Cement Bricks,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,9866114332,Not Specified,https://maps.app.goo.gl/uw1HZ4uViSgxWMUu6,Running
Hyderabad,"Industrial Development Area Bollaram, Bollaram, Hyderabad, Telangana 502325, India",Not Specified,Eco-Tec Industries,Manufacturing,Semi Automatic Concrete Machine Made,Fly Ash Brick,Fly Ash Block,Fly Ash Brick Plant,Moderate,Not Specified,Not Specified,https://maps.app.goo.gl/HTPM6b3r3HCjU1xf8,Running
